date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation,station,city
2015-02-11,5.6,-2.2,12.8,0,12.2,-11.1,23.9,1885,1965,0,0.11,1.19,KCLT,Charlotte
2015-02-12,5.6,-3.3,13.9,0,12.2,-11.7,22.8,1899,1999,0,0.11,1.65,KCLT,Charlotte
2015-02-13,-0.6,-6.1,4.4,0,12.8,-16.7,23.3,1899,1951,0,0.12,1.88,KCLT,Charlotte
2015-02-14,4.4,-5,13.3,0.6,12.8,-20.6,25,1899,1949,0,0.11,1.53,KCLT,Charlotte
2015-02-15,-3.9,-10,2.2,0.6,12.8,-11.1,26.7,1943,1989,0,0.13,1.65,KCLT,Charlotte
2015-02-16,-1.7,-4.4,0.6,0.6,12.8,-11.7,24.4,1905,1976,0.51,0.12,2.28,KCLT,Charlotte
2015-02-17,-1.7,-5,1.1,0.6,12.8,-13.9,26.1,1958,1927,0.15,0.13,1.47,KCLT,Charlotte
2015-02-18,0,-6.1,5.6,0.6,13.3,-15,25.6,1958,1891,0,0.12,1.89,KCLT,Charlotte
2015-02-19,-7.2,-11.1,-3.3,1.1,13.3,-13.3,24.4,1958,1939,0,0.13,2.08,KCLT,Charlotte
2015-02-20,-7.2,-13.9,-0.6,1.1,13.3,-13.9,25,2015,2014,0,0.13,1.82,KCLT,Charlotte
2015-02-21,1.1,-3.9,5.6,1.1,13.3,-14.4,23.9,1896,2011,0,0.13,1.44,KCLT,Charlotte
2015-02-22,8.3,2.2,13.9,1.1,13.9,-11.1,23.3,1963,1990,0.18,0.13,1.53,KCLT,Charlotte
2015-02-23,6.7,1.7,11.1,1.1,13.9,-7.2,24.4,1963,1962,0.02,0.13,1.72,KCLT,Charlotte
2015-02-24,0,-2.2,1.7,1.7,13.9,-8.9,26.7,1967,1982,0.07,0.13,1.9,KCLT,Charlotte
2015-02-25,2.2,-1.7,5.6,1.7,13.9,-13.9,27.8,1967,1930,0.48,0.13,1.78,KCLT,Charlotte
2015-02-26,2.8,-0.6,5.6,1.7,14.4,-13.9,27.2,1967,1977,0.21,0.12,1.82,KCLT,Charlotte
2015-02-27,3.3,-3.3,10,1.7,14.4,-13.9,27.8,1963,2011,0,0.13,1.7,KCLT,Charlotte
2015-02-28,2.8,-1.7,6.7,2.2,14.4,-10,25.6,2002,2011,0,0.13,2.09,KCLT,Charlotte
2015-03-01,2.2,-0.6,4.4,2.2,15,-9.4,27.8,1980,1918,0.16,0.13,2.18,KCLT,Charlotte
2015-03-02,12.8,3.9,21.1,2.2,15,-10,26.7,1980,1887,0,0.14,1.59,KCLT,Charlotte
2015-03-03,7.8,4.4,10.6,2.2,15,-15.6,28.9,1980,1976,0.06,0.12,3.04,KCLT,Charlotte
2015-03-04,13.3,5.6,20.6,2.2,15,-9.4,27.8,1943,1976,0,0.13,1.7,KCLT,Charlotte
2015-03-05,11.1,2.2,20,2.8,15.6,-11.1,28.9,1960,1955,0.54,0.14,1.65,KCLT,Charlotte
2015-03-06,1.7,-3.9,6.7,2.8,15.6,-12.2,25.6,1960,1956,0,0.13,2.46,KCLT,Charlotte
2015-03-07,5.6,-5,16.1,2.8,15.6,-10,29.4,1899,1974,0,0.14,1.38,KCLT,Charlotte
2015-03-08,11.1,0,21.7,2.8,16.1,-8.9,28.9,1920,1974,0,0.14,1.87,KCLT,Charlotte
2015-03-09,14.4,10.6,18.3,3.3,16.1,-8.9,28.3,1996,1974,0.01,0.14,1.78,KCLT,Charlotte
2015-03-10,18.9,11.7,25.6,3.3,16.1,-8.3,27.8,1932,1974,0,0.13,1.35,KCLT,Charlotte
2015-03-11,21.7,14.4,28.3,3.3,16.7,-5.6,28.3,1969,1990,0.15,0.14,1.04,KCLT,Charlotte
2015-03-12,16.1,10.6,21.1,3.3,16.7,-7.2,30,1969,1990,0,0.14,2.17,KCLT,Charlotte
2015-03-13,10,5.6,14.4,3.9,16.7,-7.8,30,1960,1990,0.19,0.13,2.31,KCLT,Charlotte
2015-03-14,11.7,5,17.8,3.9,16.7,-8.9,28.3,1926,2012,0.35,0.14,1.81,KCLT,Charlotte
2015-03-15,17.2,9.4,24.4,3.9,17.2,-8.9,30,1993,1967,0,0.14,4.24,KCLT,Charlotte
2015-03-16,16.7,6.1,27.2,3.9,17.2,-7.8,28.3,1970,1945,0,0.13,1.84,KCLT,Charlotte
2015-03-17,17.2,5,28.9,4.4,17.2,-5,32.2,1900,1945,0,0.13,2,KCLT,Charlotte
2015-03-18,12.2,8.3,16.1,4.4,17.8,-6.1,29.4,1967,2011,0,0.13,1.52,KCLT,Charlotte
2015-03-19,9.4,5.6,12.8,4.4,17.8,-6.1,30,1902,1945,0.21,0.13,2.65,KCLT,Charlotte
2015-03-20,10,5.6,14.4,4.4,17.8,-5,29.4,1923,1948,0,0.12,2.11,KCLT,Charlotte
2015-03-21,13.3,4.4,21.7,5,18.3,-7.8,30.6,1965,1935,0,0.12,1.79,KCLT,Charlotte
2015-03-22,16.7,12.2,21.1,5,18.3,-4.4,31.7,1965,1907,0.01,0.12,0.88,KCLT,Charlotte
2015-03-23,14.4,10.6,18.3,5,18.3,-6.7,32.8,1888,1907,0,0.11,2,KCLT,Charlotte
2015-03-24,15,7.2,22.2,5,18.9,-4.4,31.1,1940,1929,0,0.12,1.62,KCLT,Charlotte
2015-03-25,16.7,12.2,20.6,5.6,18.9,-5.6,32.2,1940,1929,0.01,0.12,1.89,KCLT,Charlotte
2015-03-26,18.3,13.3,23.3,5.6,18.9,-5.6,30,1972,1929,0,0.13,2.86,KCLT,Charlotte
2015-03-27,12.2,6.1,18.3,5.6,19.4,-7.2,29.4,1955,1950,0.24,0.12,1.22,KCLT,Charlotte
2015-03-28,6.1,1.1,10.6,5.6,19.4,-3.9,32.2,1982,1907,0,0.13,1.95,KCLT,Charlotte
2015-03-29,5.6,-1.7,12.8,5.6,19.4,-3.3,31.7,2013,1907,0,0.12,2.2,KCLT,Charlotte
2015-03-30,12.8,3.9,21.1,6.1,19.4,-4.4,30,1964,1998,0.26,0.13,2.36,KCLT,Charlotte
2015-03-31,13.3,1.7,25,6.1,20,-6.1,30,1964,1986,0,0.12,2.21,KCLT,Charlotte
2015-04-01,16.1,9.4,22.8,6.1,20,-4.4,30,1923,1986,0,0.11,1.26,KCLT,Charlotte
2015-04-02,18.9,14.4,22.8,6.1,20,-2.2,30,1881,1978,0.04,0.12,2.99,KCLT,Charlotte
2015-04-03,21.1,14.4,27.8,6.7,20.6,-2.2,32.2,1972,1946,0,0.1,1.18,KCLT,Charlotte
2015-04-04,14.4,7.2,21.7,6.7,20.6,-1.7,30.6,1936,1999,0,0.11,1.58,KCLT,Charlotte
2015-04-05,11.1,2.2,19.4,6.7,20.6,-3.3,31.1,1891,1942,0,0.1,1.86,KCLT,Charlotte
2015-04-06,17.8,10.6,25,6.7,21.1,-2.2,32.2,1944,1929,0,0.1,3.84,KCLT,Charlotte
2015-04-07,18.3,13.9,22.2,7.2,21.1,-3.9,31.7,2007,1929,0.51,0.11,1.74,KCLT,Charlotte
2015-04-08,22.8,17.2,27.8,7.2,21.1,-6.1,31.1,2007,1929,0.26,0.1,1.33,KCLT,Charlotte
2015-04-09,25,18.3,31.1,7.2,21.1,-3.9,31.7,1972,1893,0.02,0.1,2.07,KCLT,Charlotte
2015-04-10,23.9,19.4,27.8,7.2,21.7,-2.2,32.2,1985,2001,0,0.11,1.98,KCLT,Charlotte
2015-04-11,19.4,13.3,25.6,7.8,21.7,-2.2,31.1,1961,1930,0,0.1,3.2,KCLT,Charlotte
2015-04-12,16.7,10,23.3,7.8,21.7,-1.7,33.3,1973,1930,0,0.09,1.77,KCLT,Charlotte
2015-04-13,18.9,15,22.8,7.8,21.7,-2.2,32.2,1940,1930,0.11,0.1,1.75,KCLT,Charlotte
2015-04-14,22.8,18.3,26.7,7.8,22.2,-2.8,31.7,1950,1941,0.16,0.09,1.65,KCLT,Charlotte
2015-04-15,14.4,10,18.3,8.3,22.2,-2.2,31.7,1907,1936,1.26,0.09,1.73,KCLT,Charlotte
2015-04-16,10.6,8.3,12.2,8.3,22.2,-1.7,31.7,1962,1896,0.4,0.1,1.6,KCLT,Charlotte
2015-04-17,16.7,12.2,20.6,8.3,22.2,-1.1,34.4,1949,1896,0.03,0.1,1.51,KCLT,Charlotte
2015-04-18,21.1,15.6,26.1,8.9,22.8,0,33.9,2001,1896,0.04,0.1,1.7,KCLT,Charlotte
2015-04-19,19.4,17.8,20.6,8.9,22.8,-1.1,31.7,1983,1955,2.65,0.1,2.65,KCLT,Charlotte
2015-04-20,19.4,15.6,23.3,8.9,22.8,-2.2,32.8,1983,1896,0.47,0.11,1.47,KCLT,Charlotte
2015-04-21,14.4,7.2,21.7,8.9,22.8,-1.1,32.2,1983,1963,0,0.1,2.39,KCLT,Charlotte
2015-04-22,15.6,6.1,25,9.4,23.3,0.6,32.8,1978,1957,0,0.11,2.28,KCLT,Charlotte
2015-04-23,16.7,9.4,23.3,9.4,23.3,1.7,32.8,1986,1960,0,0.11,1.58,KCLT,Charlotte
2015-04-24,12.2,3.3,21.1,9.4,23.3,2.2,35.6,1893,1925,0,0.1,2.33,KCLT,Charlotte
2015-04-25,13.3,10.6,16.1,9.4,23.3,-0.6,33.9,2005,1925,0.19,0.1,1.78,KCLT,Charlotte
2015-04-26,11.7,8.9,14.4,10,23.9,1.1,33.3,1910,1915,0,0.1,2.34,KCLT,Charlotte
2015-04-27,12.8,3.9,21.7,10,23.9,2.8,32.2,1972,1981,0,0.1,1.35,KCLT,Charlotte
2015-04-28,12.2,3.3,20.6,10,23.9,2.2,32.2,1967,1943,0,0.1,2.23,KCLT,Charlotte
2015-04-29,12.8,7.2,17.8,10.6,23.9,0.6,32.8,1973,1888,0,0.09,2.19,KCLT,Charlotte
2015-04-30,17.2,9.4,24.4,10.6,23.9,2.8,32.8,2008,1962,0,0.09,2.34,KCLT,Charlotte
2015-05-01,13.9,8.3,19.4,10.6,24.4,2.8,33.3,1963,1962,0,0.09,1.84,KCLT,Charlotte
2015-05-02,16.1,7.2,24.4,11.1,24.4,0,32.8,1963,1959,0,0.1,1.36,KCLT,Charlotte
2015-05-03,17.2,7.8,26.7,11.1,24.4,3.9,34.4,1981,1902,0,0.1,3.67,KCLT,Charlotte
2015-05-04,20.6,12.8,28.3,11.1,24.4,1.1,33.3,1971,1959,0,0.1,1.62,KCLT,Charlotte
2015-05-05,20.6,13.3,27.8,11.1,24.4,2.2,32.8,1940,1955,0,0.1,2.4,KCLT,Charlotte
2015-05-06,20.6,11.7,28.9,11.7,25,3.9,33.9,1891,1950,0,0.09,1.6,KCLT,Charlotte
2015-05-07,21.1,14.4,27.2,11.7,25,3.3,35,1891,1940,0,0.1,2.58,KCLT,Charlotte
2015-05-08,21.7,13.9,29.4,11.7,25,1.7,35.6,1989,1940,0,0.1,2.41,KCLT,Charlotte
2015-05-09,22.2,15.6,28.9,12.2,25,3.9,34.4,1984,1889,0,0.1,1.35,KCLT,Charlotte
2015-05-10,23.3,18.3,27.8,12.2,25.6,3.3,34.4,1906,1889,0,0.1,0.86,KCLT,Charlotte
2015-05-11,24.4,16.1,32.2,12.2,25.6,3.9,35,1977,1916,0,0.1,1.12,KCLT,Charlotte
2015-05-12,25,18.9,31.1,12.8,25.6,3.9,34.4,1969,1889,0,0.1,1.92,KCLT,Charlotte
2015-05-13,22.8,15.6,29.4,12.8,25.6,3.3,33.9,1960,1881,0,0.1,2.46,KCLT,Charlotte
2015-05-14,19.4,14.4,23.9,12.8,25.6,5,35,1917,1956,0,0.1,1.34,KCLT,Charlotte
2015-05-15,22.8,17.2,27.8,13.3,26.1,4.4,34.4,1888,1962,0,0.1,2.11,KCLT,Charlotte
2015-05-16,23.9,16.7,30.6,13.3,26.1,5.6,34.4,1978,1941,0,0.1,1.79,KCLT,Charlotte
2015-05-17,23.9,17.2,30,13.3,26.1,6.1,33.9,1973,1896,0,0.09,1.09,KCLT,Charlotte
2015-05-18,25.6,19.4,31.7,13.3,26.1,1.1,34.4,1973,1960,0,0.1,4.85,KCLT,Charlotte
2015-05-19,25,18.3,31.7,13.9,26.7,4.4,35,2009,1962,0,0.1,2.4,KCLT,Charlotte
2015-05-20,24.4,16.1,32.8,13.9,26.7,4.4,35,2002,1964,0,0.1,3.81,KCLT,Charlotte
2015-05-21,23.9,17.8,30,13.9,26.7,5,36.1,1894,1941,0,0.1,2.41,KCLT,Charlotte
2015-05-22,17.8,11.1,24.4,14.4,26.7,5.6,36.7,2002,1941,0,0.1,3.5,KCLT,Charlotte
2015-05-23,18.3,8.3,27.8,14.4,27.2,2.8,36.7,2002,1941,0,0.1,3.16,KCLT,Charlotte
2015-05-24,20,12.2,27.8,14.4,27.2,6.1,35,1931,1939,0,0.11,1.03,KCLT,Charlotte
2015-05-25,22.8,15,30,15,27.2,5,35,2013,1953,0,0.11,2.24,KCLT,Charlotte
2015-05-26,25.6,19.4,31.1,15,27.2,7.2,35.6,1979,1995,0.32,0.11,3.03,KCLT,Charlotte
2015-05-27,23.9,18.3,28.9,15,27.8,5,35.6,1961,1916,0,0.11,1.55,KCLT,Charlotte
2015-05-28,25.6,19.4,31.1,15.6,27.8,5.6,36.1,1961,1941,0,0.12,2.7,KCLT,Charlotte
2015-05-29,25.6,19.4,31.1,15.6,27.8,8.9,36.7,1894,1941,0,0.12,1.18,KCLT,Charlotte
2015-05-30,24.4,18.3,30.6,15.6,27.8,8.3,35,1894,1918,0,0.11,2.52,KCLT,Charlotte
2015-05-31,25.6,19.4,31.7,16.1,28.3,5.6,36.1,1984,1953,0,0.12,1.77,KCLT,Charlotte
2015-06-01,25,18.9,31.1,16.1,28.3,7.2,36.7,1889,1918,0,0.13,2.87,KCLT,Charlotte
2015-06-02,22.8,17.8,27.2,16.1,28.3,7.8,37.2,1966,1951,0.76,0.13,2.28,KCLT,Charlotte
2015-06-03,19.4,17.8,20.6,16.1,28.3,10.6,37.8,1966,1895,0.02,0.13,3.78,KCLT,Charlotte
2015-06-04,20.6,16.1,25,16.7,28.9,10,36.7,1988,1911,0,0.13,2.12,KCLT,Charlotte
2015-06-05,22.2,15,28.9,16.7,28.9,10,38.9,1954,1943,0,0.13,2.45,KCLT,Charlotte
2015-06-06,24.4,16.7,32.2,16.7,28.9,8.9,36.7,1976,1943,0,0.13,2.76,KCLT,Charlotte
2015-06-07,25.6,21.1,30,17.2,28.9,7.2,36.1,2000,1899,0.17,0.14,2.22,KCLT,Charlotte
2015-06-08,26.1,20.6,31.1,17.2,29.4,8.3,37.2,1977,1899,0.01,0.13,1.98,KCLT,Charlotte
2015-06-09,26.1,19.4,32.2,17.2,29.4,10,37.2,1912,2008,0,0.13,3.26,KCLT,Charlotte
2015-06-10,26.1,20.6,31.7,17.2,29.4,7.8,37.2,1977,1947,0,0.12,2.18,KCLT,Charlotte
2015-06-11,26.1,20,32.2,17.8,29.4,8.3,37.8,1913,1914,0,0.14,2.85,KCLT,Charlotte
2015-06-12,27.2,21.7,32.2,17.8,29.4,7.2,36.7,1972,1956,0,0.13,2.73,KCLT,Charlotte
2015-06-13,28.3,22.2,34.4,17.8,30,9.4,36.1,1903,1958,0,0.13,3.77,KCLT,Charlotte
2015-06-14,28.3,20,36.1,17.8,30,11.7,37.2,1903,1958,0,0.13,3.16,KCLT,Charlotte
2015-06-15,28.9,20,37.2,18.3,30,10.6,37.2,1933,2015,0,0.14,1.16,KCLT,Charlotte
2015-06-16,28.9,20.6,37.2,18.3,30,11.1,37.2,1961,2015,0,0.13,3.32,KCLT,Charlotte
2015-06-17,30,22.8,37.2,18.3,30.6,11.7,37.8,1917,1943,0,0.12,2.76,KCLT,Charlotte
2015-06-18,30.6,23.3,37.8,18.3,30.6,11.1,37.8,1961,2015,0,0.13,1.86,KCLT,Charlotte
2015-06-19,28.9,22.2,35.6,18.9,30.6,12.2,38.9,1965,1944,0,0.13,1.5,KCLT,Charlotte
2015-06-20,28.3,21.7,35,18.9,30.6,12.2,38.9,1879,1887,0.01,0.12,1.67,KCLT,Charlotte
2015-06-21,28.9,21.7,36.1,18.9,30.6,12.2,37.2,2003,1964,0,0.13,1.98,KCLT,Charlotte
2015-06-22,28.3,18.3,37.8,18.9,30.6,11.7,37.8,2003,2015,0,0.12,1.31,KCLT,Charlotte
2015-06-23,30.6,22.8,37.8,18.9,31.1,11.7,37.8,1947,2015,0,0.11,1.82,KCLT,Charlotte
2015-06-24,31.1,23.9,37.8,18.9,31.1,12.8,38.9,1972,1930,0,0.12,1.25,KCLT,Charlotte
2015-06-25,30,23.3,36.7,19.4,31.1,11.7,38.9,1889,1914,0,0.11,2.76,KCLT,Charlotte
2015-06-26,29.4,21.1,37.8,19.4,31.1,12.8,38.9,1979,1952,1.21,0.11,1.98,KCLT,Charlotte
2015-06-27,27.8,21.7,33.3,19.4,31.1,13.3,39.4,2012,1954,0.55,0.11,1.86,KCLT,Charlotte
2015-06-28,24.4,18.9,29.4,19.4,31.1,11.7,38.3,1968,1959,0,0.11,1.83,KCLT,Charlotte
2015-06-29,22.8,15,30.6,19.4,31.1,12.2,40,1974,2012,0,0.11,2.39,KCLT,Charlotte
2015-06-30,28.3,21.7,34.4,19.4,31.7,12.2,40,1962,2012,0,0.11,2.75,KCLT,Charlotte
2014-07-01,21.1,17.2,25,17.2,27.8,11.1,41.7,1886,1985,0,0,0.09,KCQT,Los Angeles
2014-07-02,21.1,16.7,25,17.2,27.8,10.6,38.9,1887,1985,0,0,0,KCQT,Los Angeles
2014-07-03,22.2,17.2,27.2,17.2,27.8,11.1,37.8,1902,1985,0,0,0,KCQT,Los Angeles
2014-07-04,22.2,16.7,27.8,17.2,27.8,11.7,39.4,1900,1907,0,0,0.07,KCQT,Los Angeles
2014-07-05,23.9,17.8,30,17.2,27.8,10,37.8,1886,1907,0,0,0.02,KCQT,Los Angeles
2014-07-06,22.8,17.8,27.2,17.2,27.8,10.6,34.4,1894,1992,0,0,0.03,KCQT,Los Angeles
2014-07-07,25,17.8,31.7,17.2,28.3,10.6,35.6,1894,1954,0,0,0.02,KCQT,Los Angeles
2014-07-08,25,20,30,17.2,28.3,10.6,35,1894,1886,0,0,0.13,KCQT,Los Angeles
2014-07-09,23.9,19.4,27.8,17.2,28.3,11.1,37.8,1901,1985,0,0,0.05,KCQT,Los Angeles
2014-07-10,24.4,18.9,29.4,17.2,28.3,12.8,39.4,1903,1959,0,0,0,KCQT,Los Angeles
2014-07-11,22.8,18.3,26.7,17.8,28.3,11.1,36.1,1878,1959,0,0,0.04,KCQT,Los Angeles
2014-07-12,23.3,18.3,27.8,17.8,28.3,9.4,36.7,1888,1953,0,0,0.05,KCQT,Los Angeles
2014-07-13,23.9,19.4,27.8,17.8,28.3,10.6,36.7,1888,1990,0,0,0.02,KCQT,Los Angeles
2014-07-14,23.3,20,26.7,17.8,28.3,11.1,36.7,1908,1984,0,0,0.24,KCQT,Los Angeles
2014-07-15,24.4,20.6,27.8,17.8,28.3,10,36.7,1893,1886,0,0,0,KCQT,Los Angeles
2014-07-16,23.3,18.9,27.2,17.8,28.3,11.1,35.6,1894,1930,0,0.01,0.02,KCQT,Los Angeles
2014-07-17,22.8,18.3,26.7,17.8,28.3,11.1,36.7,1894,1998,0,0,0.01,KCQT,Los Angeles
2014-07-18,22.2,17.8,26.1,17.8,28.9,11.7,36.1,1884,1936,0,0,0.36,KCQT,Los Angeles
2014-07-19,21.7,18.9,23.9,17.8,28.9,11.1,36.1,1884,1960,0,0,0.02,KCQT,Los Angeles
2014-07-20,22.8,18.9,26.7,17.8,28.9,11.1,37.8,1892,1960,0,0,0,KCQT,Los Angeles
2014-07-21,23.3,18.9,27.2,17.8,28.9,11.7,35.6,1903,1960,0,0,0,KCQT,Los Angeles
2014-07-22,23.9,18.3,29.4,17.8,28.9,11.1,38.3,1880,2006,0,0,0.1,KCQT,Los Angeles
2014-07-23,25,18.3,31.1,17.8,28.9,11.7,36.1,1903,1890,0,0,0.08,KCQT,Los Angeles
2014-07-24,26.1,18.3,33.3,17.8,28.9,11.1,39.4,1882,1891,0,0,0,KCQT,Los Angeles
2014-07-25,26.1,20.6,31.1,17.8,28.9,11.1,42.8,1903,1891,0,0,0.04,KCQT,Los Angeles
2014-07-26,25,20,30,17.8,28.9,11.1,37.8,1886,1891,0,0,0.04,KCQT,Los Angeles
2014-07-27,24.4,19.4,28.9,17.8,28.9,11.1,38.9,1903,1972,0,0,0,KCQT,Los Angeles
2014-07-28,25.6,20,31.1,17.8,28.9,11.1,38.3,1883,1995,0,0,0.01,KCQT,Los Angeles
2014-07-29,25.6,20,31.1,17.8,28.9,11.7,37.8,1909,1995,0,0,0,KCQT,Los Angeles
2014-07-30,26.1,20,32.2,17.8,28.9,12.2,37.8,1894,1980,0,0,0.02,KCQT,Los Angeles
2014-07-31,25,19.4,30.6,17.8,28.9,11.1,37.8,1885,1972,0,0,0.01,KCQT,Los Angeles
2014-08-01,24.4,18.9,29.4,17.8,28.9,12.2,37.2,1888,1959,0,0,0.01,KCQT,Los Angeles
2014-08-02,25.6,18.3,32.2,17.8,28.9,10.6,36.7,1888,1997,0.02,0,0.02,KCQT,Los Angeles
2014-08-03,26.1,22.2,29.4,17.8,28.9,11.1,37.8,1913,1918,0.02,0,0.02,KCQT,Los Angeles
2014-08-04,24.4,18.3,30.6,17.8,28.9,11.1,34.4,1912,1971,0,0,0.05,KCQT,Los Angeles
2014-08-05,22.8,17.2,27.8,17.8,28.9,11.1,37.8,1887,1997,0,0,0.09,KCQT,Los Angeles
2014-08-06,21.1,17.2,25,17.8,28.9,10,40.6,1883,1983,0,0.01,0.02,KCQT,Los Angeles
2014-08-07,22.8,17.8,27.2,17.8,28.9,12.2,37.2,1894,1884,0,0,0.11,KCQT,Los Angeles
2014-08-08,23.3,18.3,27.8,17.8,28.9,12.2,37.8,1916,1881,0,0,0.02,KCQT,Los Angeles
2014-08-09,23.9,19.4,27.8,17.8,28.9,11.7,37.8,1889,1998,0,0,0.19,KCQT,Los Angeles
2014-08-10,24.4,18.9,29.4,17.8,28.9,12.2,37.2,1897,1882,0,0,0.04,KCQT,Los Angeles
2014-08-11,23.9,18.3,29.4,17.8,28.9,11.7,36.7,1894,1879,0,0,0.02,KCQT,Los Angeles
2014-08-12,23.9,18.9,28.9,17.8,28.9,11.1,40,1894,1994,0,0,0.32,KCQT,Los Angeles
2014-08-13,22.8,18.3,27.2,17.8,28.9,12.2,38.9,1892,1994,0,0,0.13,KCQT,Los Angeles
2014-08-14,23.3,18.3,28.3,17.8,28.9,12.2,36.1,1887,1885,0,0.01,0.01,KCQT,Los Angeles
2014-08-15,24.4,17.2,31.7,17.8,28.9,11.1,36.7,1894,1994,0,0,0.4,KCQT,Los Angeles
2014-08-16,25.6,18.9,32.2,17.8,28.9,11.1,36.7,1883,1890,0,0,0.19,KCQT,Los Angeles
2014-08-17,25.6,18.9,31.7,17.8,29.4,11.1,40,1887,1885,0,0,2.06,KCQT,Los Angeles
2014-08-18,24.4,18.3,30,17.8,29.4,11.1,38.9,1887,1885,0,0,0.44,KCQT,Los Angeles
2014-08-19,24.4,20.6,27.8,17.8,29.4,12.2,41.1,1916,1885,0,0,0.14,KCQT,Los Angeles
2014-08-20,24.4,19.4,28.9,17.8,29.4,10.6,36.1,1900,1986,0,0,0.03,KCQT,Los Angeles
2014-08-21,22.8,18.3,26.7,17.8,29.4,11.7,35.6,1899,1982,0,0,0,KCQT,Los Angeles
2014-08-22,23.3,18.9,27.2,17.8,29.4,11.1,38.9,1901,1972,0,0.01,0.04,KCQT,Los Angeles
2014-08-23,24.4,18.9,29.4,17.8,29.4,12.2,37.8,1905,1968,0,0,0,KCQT,Los Angeles
2014-08-24,23.9,19.4,28.3,17.8,29.4,11.7,35.6,1900,1931,0,0,0.05,KCQT,Los Angeles
2014-08-25,22.2,17.8,26.7,17.8,29.4,11.1,38.9,1909,1985,0,0,0.01,KCQT,Los Angeles
2014-08-26,23.9,18.3,28.9,17.8,29.4,11.7,36.7,1885,1981,0,0,0.1,KCQT,Los Angeles
2014-08-27,26.1,18.9,32.8,17.8,29.4,11.7,39.4,1902,1981,0,0,0.96,KCQT,Los Angeles
2014-08-28,26.7,20,32.8,17.8,29.4,11.1,37.2,1902,1995,0,0.01,0.1,KCQT,Los Angeles
2014-08-29,25.6,18.3,32.2,17.8,29.4,10.6,38.9,1901,1884,0,0,0.08,KCQT,Los Angeles
2014-08-30,25,18.3,31.7,17.8,29.4,9.4,38.3,1901,1998,0,0,0.21,KCQT,Los Angeles
2014-08-31,25.6,20.6,30.6,17.8,29.4,11.1,39.4,1895,1967,0,0,0.61,KCQT,Los Angeles
2014-09-01,25.6,21.1,29.4,17.8,29.4,9.4,43.3,1901,1955,0,0,0.41,KCQT,Los Angeles
2014-09-02,24.4,20,28.9,17.8,29.4,10.6,42.2,1881,1955,0,0,0.02,KCQT,Los Angeles
2014-09-03,23.9,19.4,28.3,17.8,29.4,10.6,39.4,1892,1988,0,0,0.05,KCQT,Los Angeles
2014-09-04,22.8,18.9,26.7,17.8,29.4,11.1,43.3,1892,1988,0,0.01,0.3,KCQT,Los Angeles
2014-09-05,23.9,18.9,28.3,17.8,29.4,10,40.6,1898,1984,0,0,0.32,KCQT,Los Angeles
2014-09-06,24.4,18.3,30,17.8,28.9,8.9,38.9,1898,1955,0,0,0.17,KCQT,Los Angeles
2014-09-07,26.7,20,33.3,17.8,28.9,10,39.4,1884,1949,0,0,0,KCQT,Los Angeles
2014-09-08,26.7,21.7,31.1,17.8,28.9,8.3,39.4,1901,1984,0.01,0,0.19,KCQT,Los Angeles
2014-09-09,26.7,20,32.8,17.8,28.9,8.9,38.9,1884,1956,0,0.01,0.01,KCQT,Los Angeles
2014-09-10,24.4,17.8,30.6,17.8,28.9,11.1,39.4,1893,1983,0,0,1.74,KCQT,Los Angeles
2014-09-11,25.6,19.4,31.7,17.8,28.9,8.9,38.3,1901,1983,0,0.01,0.33,KCQT,Los Angeles
2014-09-12,26.7,20,32.8,17.8,28.9,8.9,38.9,1884,1971,0,0.01,0.13,KCQT,Los Angeles
2014-09-13,27.8,20.6,34.4,17.8,28.9,8.9,41.1,1884,1971,0,0,0.07,KCQT,Los Angeles
2014-09-14,29.4,21.7,36.7,17.2,28.9,8.9,37.8,1898,2012,0,0.01,0.04,KCQT,Los Angeles
2014-09-15,28.9,22.8,34.4,17.2,28.3,9.4,39.4,1895,2012,0,0.01,0.03,KCQT,Los Angeles
2014-09-16,32.2,24.4,39.4,17.2,28.3,8.9,39.4,1884,1909,0,0.01,0.07,KCQT,Los Angeles
2014-09-17,28.9,22.2,35.6,17.2,28.3,7.8,42.2,1884,1913,0,0.01,0.42,KCQT,Los Angeles
2014-09-18,23.3,19.4,27.2,17.2,28.3,8.9,39.4,1884,1939,0,0.01,1.39,KCQT,Los Angeles
2014-09-19,23.9,19.4,27.8,17.2,28.3,9.4,40,1907,1939,0,0.01,0.27,KCQT,Los Angeles
2014-09-20,22.2,18.9,25.6,17.2,28.3,9.4,41.7,1900,1939,0,0.01,0.29,KCQT,Los Angeles
2014-09-21,22.2,18.3,26.1,17.2,27.8,8.3,42.2,1880,1885,0,0.01,0.15,KCQT,Los Angeles
2014-09-22,22.2,17.2,26.7,17.2,27.8,8.9,40,1895,1883,0,0.02,0.4,KCQT,Los Angeles
2014-09-23,23.3,17.2,28.9,16.7,27.8,6.7,40,1880,1978,0,0.01,0.28,KCQT,Los Angeles
2014-09-24,23.9,16.7,31.1,16.7,27.8,7.2,41.1,1880,1978,0,0.01,1.95,KCQT,Los Angeles
